numero_ej,nom_du_projet,nom_fournisseur,montant_engage,numero_ds,source
2104451064,Pérennité des actions en faveur du Phragmite aquatique en Pays de la Loire par l’acquisition de matériel pour l’ensemble du réseau partenaire,LIGUE DE PROTECTION DES OISEAUX, 14 369.38,18450115,DREAL
2104451140,Mise en œuvre de l'action 10C du Plan d'Action Territorial 2022-2024 de Nouvelle-Aquitaine,RESERVES NATURELLES DE FRANCE, 130 350.00,17446496,DREAL
2104451172,Malle pédagogique pour l'accueil et la sensibilisation des publics aux enjeux géologiques des réserves naturelles de Nouvelle-Aquitaine (mise en oeuvre de la Fiche Action 12B du Plan d'Action Territorial 2022-24),RESERVES NATURELLES DE FRANCE, 107 840.00,18376026,DREAL
2104452131,Assurer une surveillance du territoire et des actions de sensibilisation adaptées dans la RNN de la plaine des Maures,SOC NATIONALE PROTECTION DE LA, 386 435.00,16446646,DREAL
2104452132,Projet d'aménagement d'un site paléontologique à Tartonne,DEP ALPES-DE-HAUTE-PROVENCE, 181 440.00,11410999,DREAL
2104452140,Agriculture et Biodiversité,LIGUE FRANCAISE PROTECTION OISEAUX, 39 980.00,16384412,DREAL
2104452143,Mission de préfiguration d’Arrêtés Préfectoraux de Protection Biotope « Faune et flore rupestres en Haute-Vienne » - Réalisation des avant-projets,LIGUE FRANCAISE PROTECTION OISEAUX, 23 462.00,17822205,DREAL
2104452325,Tienbo : Maintenir le bon état écologique des habitats de ponte des tortues marines à La Réunion,CENTRE D ETUDE ET DE DECOUVERTE DES, 159 159.00,17698726,DREAL
2104452817,Aménagement pastoral sur le site des Landes de Montendre (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 20 000.00,18806159,DREAL
2104452960,Evaluation et réduction de l'empreinte carbone de gestion de la réserve naturelle du Pinail,ASS GESTION RESERVE NATURELLE DU, 15 525.00,18597795,DREAL
2104453053,Plan National d’Actions en faveur du Vison d’Europe. Mise en œuvre de l’axe 3 du PNA Vison d’Europe,LIGUE FRANCAISE PROTECTION OISEAUX, 113 672.44,18697983,DREAL
2104453349,"Mise en oeuvre des actions orphelines du plan de gestion, site du Conservatoire du Littoral de l'Habitation Vidal-Tigamy, Guyane",ASSOC KWATA, 158 287.00,12206825,DREAL
2104453484,Préserver les savanes en luttant contre les Espèces Exotiques Envahissantes,GROUPE ETUDE PROTECTION OISEAUX, 232 689.00,16822570,DREAL
2104453486,Recherche et protection des nichées d’Outarde 2025 - Mise en œuvre Action 6 du 3ème Plan National d’Action,LIGUE FRANCAISE PROTECTION OISEAUX, 11 304.00,19086971,DREAL
2104453768,Réintroduction de la Mulette perlière sur la Haute Nivelle,FED PA PECHE PROTECTION MILIEU AQUA, 72 164.00,18010308,DREAL
2104453781,"Formation (module 2) : Inventaire et suivi des papillons de jour, vers l’analyse des données (2024)",CONSERVATOIRE D'ESPACES NATURELS DE, 7 991.20,19044373,DREAL
2104453789,Acquisition sur le site des Grottes du Trou Noir (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 6 780.00,18338370,DREAL
2104453793,"Montage d’un projet de classement en Réserve Naturelle régionale : les Etangs Baro, à Mauprévoir (2024)",CONSERVATOIRE D'ESPACES NATURELS DE, 7 126.47,18777428,DREAL
2104454578,Contribution à la mise en oeuvre de la SNAP en Nouvelle-Aquitaine - APPB sur la forêt d’Epagne (87-23),GROUPE MAMMALOGIQUE, 34 225.00,19049013,DREAL
2104454688,"Coteau de Trémolat, Tourbières de Vendoire (2024)",CONSERVATOIRE D'ESPACES NATURELS DE, 9 240.00,17677504,DREAL
2104454854,CORACINES la suite,GROUPE ETUDE PROTECTION OISEAUX, 126 114.00,12090828,DREAL
2104455241,Implantation d'une station de vidécomptage des poissons migrateurs amphihalins sur l'Adour - Phase1,MIGRADOUR, 6 000.00,18659518,DREAL
2104455458,Etude d'avant-projet d'extension de la réserve naturelle nationale du Marais d'Orx,SM GESTION MILIEUX NATURELS, 95 350.34,18714793,DREAL
2104455474,"Acquisitions Foncières (2024) : Boisements alluviaux de Tocane, bocage humide de Parcoul",CONSERVATOIRE D'ESPACES NATURELS DE, 107 500.00,18640606,DREAL
2104455477,Travaux de restauration et de génie écologique sur 35 sites maîtrisés par le CEN Nouvelle-Aquitaine en Haute-Vienne (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 105 577.80,16906531,DREAL
2104455481,"Animation territoriale sur les CTMA Clain-sud, Clain-aval, Gartempe-Creuse et Veude-Mable en Vienne (2024)",CONSERVATOIRE D'ESPACES NATURELS DE, 38 982.73,18774861,DREAL
2104455752,CREATION ZONE DE MOUILLAGE ET D’EQUIPEMENTS LEGERS (ZMEL),GOURBEYRE, 188 000.00,18976546,DREAL
2104456378,Volet A - Contribution française au programme de coopération transfrontalier France-Espagne : Sauvegarde du Grand-Tétras des Monts Cantabriques (année 2) - Volet B - Réduction des causes de mortalité anthropiques sur les galliformes de montagne.,FEDERATION DEP CHASSEURS HTES, 26 460.00,16532964,DREAL
2104456380,Outils pédagogiques et aménagements intérieurs de la Maison de la Réserve Naturelle Régionale du Bocage des Antonins,DEUX SEVRES NATURE ENVIRONNEMENT, 43 428.00,17671759,DREAL
2104456398,Cartographie du domaine vital et identification des secteurs d’alimentation d’un couple de Vautour percnoptère (Neophron percnopterus) dans l’Hérault,LA SALSEPAREILLE, 29 750.00,16338244,DREAL
2104456636,"Acquisitions foncières (2024) : Auxance, Vallée des Buis, Vallées de la Vienne et de l'Aubineau, Taillis de Puy Girault",CONSERVATOIRE D'ESPACES NATURELS DE, 156 774.00,18932918,DREAL
2104456671,Limiter les causes de mortalité antropiques du Grand tétras dans les Pyrénées liées aux percussions avec les câbles et les clôtures,OBSERVATOIRE DES GALLIFORMES DE, 34 319.00,16408490,DREAL
2104456863,Conciliation entre préservation de la biodiversité et activités humaines sur la Réserve Naturelle Régionale des Partias,LIGUE PROTECTION DES OISEAUX PACA, 58 412.00,16515107,DREAL
2104456882,Surveillance et lutte contre le Vison d'Amérique en Charente et Sud Gironde,GREGE-ARPEN, 236 922.79,18852618,DREAL
2104457665,Gestion écologique des Prirpris de Yiyi,SOC ETUDES PROTECTION NATURE EN, 241 298.00,17473037,DREAL
2104457680,Mise en place d'une ZMEL dans la baie de Saint-Louis à Marie-Galante,REG GUADELOUPE, ##########,18948082,DREAL
2104457709,Création d'un nouveau caillebotis sur le marais de Lay Saint Remy,CONSERVATOIRE D ESPACES NATURELS, 108 976.00,14940363,DREAL
2104457710,Achat de Matériel nécessaire pour la Réserve Naturelle Nationale de Montenach,CONSERVATOIRE D ESPACES NATURELS, 52 900.00,15184855,DREAL
2104457817,PROJET RIO - Référentiel d’Indicateurs Opérationnels d’état de la biodiversité en Guyane,CONSERVATOIRE DES ESPACES NATURELS, 99 844.00,12878760,DREAL
2104457946,CONTRIBUER À LA MISE EN ŒUVRE DE LA STRATEGIE NATIONALE DES AIRES PROTEGEES,SYNDMC PNR LOIRE ANJOU TOURAINE, 181 976.00,18860544,DREAL
2104458358,PNA en faveur du Vison d'Europe : mise en oeuvre de l'axe 3 du PNA,GROUPE DE RECHERCHE ET D'INVESTIGAT, 152 505.29,18625950,DREAL
2104458379,Mise en œuvre de la gestion de la RNR du Polder de Sébastopol,CC DE L'ILE DE NOIRMOUTIER, 39 728.00,15019560,DREAL
2104459296,"« BIODIVERSITE+ à Port Cohé » , Restauration écologique du site dit « port Cohé » et Transformation en port de plaisance propre et actif en biodiversité",CA CENTRE MARTINIQUE, 225 520.00,17315001,DREAL
2104459382,Actions d'éco pâturage en lutte contre des espèces végétales envahissantes,CU ARRAS, 31 200.00,16338658,DREAL
2104459997,Opérations d’accompagnement pour la mise en œuvre de la gestion de la Réserve Naturelle Nationale de l’Estagnol (Hérault).,CONSERVATOIRE D ESPACES NATURELS, 82 000.00,16869539,DREAL
2104460006,4ième Contrat de restauration de la biodiversité sur le territoire étendu du PNR,ASYMIX GEST PARC NAT REG PYRENEES A, 260 239.00,14458129,DREAL
2104460024,Poursuite du projet d'accueil du public à l’échelle de la Réserve naturelle du Bagnas,ASS DEFENSE ENVIRONN NATURE PAYS, 102 540.00,15463144,DREAL
2104460295,Déclinaison de la Stratégie Nationale pour les aires protégées (SNAP) sur le Pnr des Grands Causses,ASYMIX PARC NATUR REGIONAL GRDS CAU, 180 800.00,13224975,DREAL
2104460301,Programme pédagogique et scientifique de la Réserve Naturelle Régionale du Massif du Montious,NATURE MIDI PYRENEES, 116 345.00,15154160,DREAL
2104460307,Implication des chasseurs d’Occitanie pour la reconnaissance d'aires protégées régionales dans le cadre de la SAP.,FEDERATION REG CHASSEURS D, 50 210.00,12046644,DREAL
2104460949,Agir pour la préservation du Manakin Tijé en Guyane,GROUPE ETUDE PROTECTION OISEAUX, 25 000.00,16787258,DREAL
2104461194,Plans de gestion et suivis scientifiques sur 4 sites maîtrisés par le CEN Nouvelle-Aquitaine en Haute-Vienne (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 19 265.06,16770519,DREAL
2104461198,Rédaction de deux plans de gestion sur le département de la Corrèze (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 14 114.16,17097241,DREAL
2104461529,Acquisition en vallée du Loing aval,CONSERVATOIRE D'ESPACES NATURELS, 41 686.00,18536875,DREAL
2104461531,Finalisation de l'acquisition d'un bloc foncier au lieu dit les Préaux,CONSERVATOIRE D'ESPACES NATURELS, 13 440.00,17945750,DREAL
2104461853,"Complément en besoins matériels afin de réaliser le suivi de l'Outarde Canepetière, des Pies Grièches et des Courlis cendrés en deux Sèvres.",GROUPE ORNITHOLOGIQUE DEUX SEVRES, 12 398.00,17404394,DREAL
2104462920,Mise en œuvre de l'axe 3 du PNA Vison d'Europe,MAISON D INITIATION A LA FAUNE ET, 384 760.00,18854932,DREAL
2104463406,"Préservation et restauration de milieux prairiaux bocagers en Limousin et des trames associées (prairiale et bocagère), en faveur des Pies-grièches, des Grand et Petits rhinolophes et du Murin à oreilles échancrées (espèces PNA)",LIGUE FRANCAISE PROTECTION OISEAUX, 38 826.77,14964615,DREAL
2104464481,Participation aux captures de Grands Tétras en Haute Garonne pour l'opération de renforcement prévue dans les Monts Cantabriques,ORLU, 29 126.48,17494227,DREAL
2104464490,Suivi à long terme de populations de Lézard de Bonnal et Lézard des murailles par Capture-Marquage-Recapture 2024 - 2025,OBJECTIFS BIODIVERSITES, 7 380.00,14643841,DREAL
2104464782,Préfiguration RNR Mondarrain-Artzamendi-Iparla (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 44 803.65,15482125,DREAL
2104464797,Travaux de restauration et de génie écologique sur le département de la Corrèze et de la Haute-Vienne (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 90 652.60,17099303,DREAL
2104464812,Harmonisation des Documents de gestion d'espaces naturels (réseau de sites CEN) en lien avec le déploiement de la SNAP (2024-2025),CONSERVATOIRE D'ESPACES NATURELS DE, 100 705.00,16842933,DREAL
2104464827,Réalisation de travaux de restauration et gestion écologique sur un réseau de sites 79-17 (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 36 999.93,17420034,DREAL
2104465065,Mise en œuvre d’actions d’amélioration des connaissances et de conservation du Vautour percnoptère dans le cadre du Plan National d’Actions,NATURE MIDI PYRENEES, 294 764.00,13764706,DREAL
2104465086,RENFORCEMENT DE LA PROTECTION ET DE LA GESTION DES SITES SOUS MAÎTRISE FONCIÈRE ET D’USAGE DE LA LPO LOIRE-ATLANTIQUE,LIGUE DE PROTECTION DES OISEAUX, 19 700.00,16815029,DREAL
2104465090,"La préservation des étangs oligotrophes forestiers du Maine-et-Loire, un enjeu essentiel dans la stratégie de conservation des populations de Leucorrhines en Pays de la Loire",LIGUE POUR LA PROTECTION DES, 27 536.00,16409159,DREAL
2104465103,Mise en œuvre du Plan National d’Action des Lézards des Pyrénées – année 2024/2026,NATURE MIDI PYRENEES, 121 819.00,16685003,DREAL
2104465929,Mise en oeuvre des actions liées à l'extension de la RNR des coteaux de Pont-Barré,LIGUE POUR LA PROTECTION DES, 30 309.00,17380684,DREAL
2104466427,Objectif Mares,EURE ET LOIR NATURE, 3 000.00,16602965,DREAL
2104466428,Acquisition pour la protection et le renforcement des aires protégées,CONSERVATION D ESPACES NATURELS DE, 24 026.07,19018771,DREAL
2104466429,CONTRIBUER À LA MISE EN ŒUVRE DE LA STRATEGIE NATIONALE DES AIRES PROTEGEES,SYNDMC PNR LOIRE ANJOU TOURAINE, 153 560.00,18135307,DREAL
2104466431,"Restauration du pont canal de la Tranchasse, phase 1 : radier et continuité écologique",ASYMIX CANAL DU BERRY, 132 245.00,14877934,DREAL
2104466487,Remise à niveau des équipements de la Réserve naturelle nationale du Lac de Grand-Lieu,SOC NATIONALE PROTECTION DE LA, 27 286.88,18641526,DREAL
2104466490,Renforcement de l'Arrêté de Protection de Biotope 2016/SEE-Biodiversité/427 - Pour la protection des colonies de sternes sur la Loire,LIGUE DE PROTECTION DES OISEAUX, 34 360.00,18377986,DREAL
2104466522,Déclinaison de la stratégie nationale pour les aires protégées en Ariège par l'acquisition et l'animation foncière,ANA - CONSERVATOIRE D'ESPACES, 80 280.00,17287198,DREAL
2104469256,"Préservation et restauration de milieux prairiaux bocagers en Limousin et des trames associées (prairiale et bocagère), en faveur des Pies-grièches, des Grand et Petits rhinolophes et du Murin à oreilles échancrées (espèces PNA)",GROUPE MAMMALOGIQUE, 35 560.81,16811447,DREAL
2104471661,Déploiement de Diagnostics d'Ancrage Territorial dans les Réserves Naturelles d'Occitanie,RESERVES NATURELLES DE FRANCE, 94 900.00,18253690,DREAL
2104471679,Stratégie de gestion et de maîtrise foncière d’espaces naturels 2024-2026,CONSERVATOIRE D ESPACES NATURELS, ##########,17780406,DREAL
2104473199,REDUCTION DES CAPTURES ACCIDENTELLES POUR UNE PECHE EFFICIENTE ET DURABLE (RECAPTED),CTRE NAT DE LA RECHERCHE, 631 473.00,12298742,DREAL
2104473347,Célébration des 40 ans des réserves naturelles nationales de Py et de Mantet,FEDERATION DES RESERVES NATURELLES, 30 029.39,17174850,DREAL
2104473776,Dératisation de l'île Lavezu,OFFICE DE L'ENVIRONNEMENT DE CORSE, 110 000.00,18609202,DREAL
2104473980,Plasticité écologique des chauves-souris et épidémiologie dans un contexte d'aménagement urbain,GIP ECOCITE LA REUNION, 389 708.11,18250980,DREAL
2104474101,Préparation au renforcement de populations de Lézard ocellé (Timon lepidus) en France 2024-27,SOCIETE HERPETOLOGIQUE FRANCE, 180 936.00,17315006,DREAL
2104474560,REDUCTION DES CAPTURES ACCIDENTELLES POUR UNE PECHE EFFICIENTE ET DURABLE (RECAPTED),CTRE NAT DE LA RECHERCHE, 668 478.00,15240674,DREAL
2104474838,Réalisation d'une prestation par un laboratoire accrédité COFRAC pour respecter les règlementations en vigueur dans le cadre de la réalisation de l'étude géologique du PNA serpentinites.,OFFICE DE L'ENVIRONNEMENT DE CORSE, 1 379.48,15379354,DREAL
2104474853,Sauvegarde des espèces sauvages soumises à PNA,ASSOCIATION POUR UN CENTRE DE, 37 600.00,14966820,DREAL
2104474856,Programme d'action régional en faveur des chauves-souris,LPO AUVERGNE RHONE-ALPES, 50 804.00,16819229,DREAL
2104474928,Acquisition et gestion conservatoire de parcelles forestières sur les Communes de Saint-Amandin et Lugarde,DEP CANTAL, 121 360.00,12558507,DREAL
2104474936,Stratégie Aires Protégées dans l'Allier en faveur des oiseaux rupestres,LPO AUVERGNE RHONE-ALPES, 43 768.80,16673127,DREAL
2104474938,Elaboration plan de gestion Beauvert et plateau des Roches,DONZERE, 4 452.00,16676719,DREAL
2104475254,Enlèvement de BHU,MARIN, 648 000.00,16715047,DREAL
2104475258,Coffre d'amarrage de Saint-Pierre,GRAND PORT MARITIME DE LA, 800 000.00,16959029,DREAL
2104475716,Appui à l'instruction de dossiers biodiversité déposés auprès du Fonds Vert en Occitanie,AGENCE REGIONALE BIODIVERSITE OCCIT, 87 000.00,17337892,DREAL
2104475788,BULL-OI,INST FR RECHERCHE POUR L EXPLOIT, 369 428.00,12867756,DREAL
2104475872,Restauration de l'habitat naturel du Tetrao uragallus aquitanus (Grand tétras) et de la Perdix perdix hispaniensis (Perdrix grise des Pyrénées) et amélioration de la surface des milieux pastoraux favorables au Grand tétras à la Perdrix grise,DEP PYRENEES-ORIENTALES, 12 000.00,12078360,DREAL
2104475875,AVESPYR GALLIFORMES,FED DEP CHASSEURS HAUTE GARONNE, 170 499.55,16529172,DREAL
2104476711,Conservation du Damier de Godart en France - Phase II,GROUPE ORNITHOLOGIQUE DU ROUSSILLON, 360 636.00,13370133,DREAL
2104477050,Animations et acquisitions foncières de zones humides par le CEN Rhône Alpes sur le bassin Rhône-Méditerranée,CONSERVATOIRE RH ALP ESPACES, 206 679.00,16864521,DREAL
2104477345,Gestion et préservation de zones humides sur la bassin Adour-Garonne (15),CONSERVATOIRE D ESPACES NATURELS D, 30 493.00,16698923,DREAL
2104477653,"Préservation des forêts privées à haute valeur écologique en Haute-Loire – Années 2024/2025 - Prospections et identification de vieilles forêts, animation foncière, et élaboration d'une notice de gestion",CONSERVATOIRE D ESPACES NATURELS D, 44 682.65,16953669,DREAL
2104478065,Projet d'amélioration de connaissance sur le Sonneur à ventre jaune en Lot-et-Garonne (2024-2027),CONSERVATOIRE D'ESPACES NATURELS DE, 55 725.00,19042226,DREAL
2104478656,Restauration des zones humides de Camargue gardoise,SM PROT ET GESTION CAMARGUE GARDOIS, 179 200.00,16930322,DREAL
2104478766,"Acquisition de 57 hectares de prairies naturelles inondables en vallée de la Loire (Denée, 49)",CONSERVATOIRE D'ESPACES NATURELS, 100 000.00,18573131,DREAL
2104478836,Plan Régional d'Actions en faveur des Mulettes de Nouvelle-Aquitaine,FRANCE NATURE ENVIRON SUD OUEST, 396 484.00,19207845,DREAL
2104479079,Accompagner l'émergence de la Réserve naturelle régionale Corniche de Pail,DEP MAYENNE, 149 331.00,16482055,DREAL
2104479130,GUYA-PLAST,HYDRECO GUYANE, 60 000.00,17733868,DREAL
2104479546,"FERMETURE A LA CIRCULATION DE LA PISTE, RELOCALISATION ET INTEGRATION PAYSAGERE DE LA ZONE DE STATIONNEMENT AU COEUR DE LA RESERVE NATURELLE NATIONALE DU MAS LARRIEU",ARGELES-SUR-MER, 41 524.00,13576900,DREAL
2104479550,"Acquisition de matériel ""bas-carbone"" de gestion conservatoire de la réserve naturelle du Pinail",ASS GESTION RESERVE NATURELLE DU, 17 262.00,19182761,DREAL
2104479613,Travaux de restauration écologique en zone humide sur les CTMA Clain sud et Vienne aval (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 50 547.40,18933960,DREAL
2104479615,Programme d’actions en faveur des pelouses sèches du Lot-et-Garonne (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 63 898.03,16765687,DREAL
2104479617,Travaux et connaissance sur les espaces naturels du CEN en Charente-Maritime (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 73 763.41,14663515,DREAL
2104479618,"Plan de Gestion multi-sites ""Chiroptères"" (2024)",CONSERVATOIRE D'ESPACES NATURELS DE, 78 208.98,14611929,DREAL
2104479620,Gestion et restauration multi-sites - Sites Marais Poitevin 79-17 (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 59 028.47,17247631,DREAL
2104479810,Actions en faveur d’espèces bénéficiant d’un plan national d’action sur la RNN du Marais d’Orx : Cistude d’Europe et Balbuzard pêcheur,SM GESTION MILIEUX NATURELS, 13 400.00,19255093,DREAL
2104479838,Création de la ZONE DE MOUILLAGE multisite Nord Atlantique sur les communes du Robert et de la Trinité,CA DU PAYS NORD MARTINIQUE, 249 123.00,17114552,DREAL
2104479839,REMISE EN ETAT DE LA ZONE DE MOUILLAGE ORGANISEE SITUEE SUR LE TERRITOIRE DE LA VILLE DE LES ANSES D' ARLET,CA ESPACE SUD MARTINIQUE, 296 526.20,16722948,DREAL
2104481041,ACQUISITION DE 10.7693 HA PAR LA COMMUNE POUR LA CRÉATION D'UNE AIRE PROTÉGÉE VIA LA SIGNATURE D'UN BAIL EMPHYTÉOTIQUE AVEC LE CONSERVATOIRE D'ESPACES NATURELS DE NOUVELLE AQUITAINE,GENTIOUX-PIGEROLLES, 21 600.00,16720171,DREAL
2104481046,Protection de la grande Mulette sur la vallée de la Dronne en Dordogne (2024-2026),CONSERVATOIRE D'ESPACES NATURELS DE, 25 950.00,18641658,DREAL
2104481123,Programme de suivi et de protection du Leste à grands stigmas en Marais breton : campagnes 2024,LIGUE POUR LA PROTECTION DES, 7 896.00,16852748,DREAL
2104481227,Animation du plan de gestion Tulipe sauvage dans le Diois,SM-PNR-VERCORS, 28 008.00,17048144,DREAL
2104481391,Conduite de plans de gestion sur un réseau de sites maîtrisés par le CEN NA dans les Landes (2024),CONSERVATOIRE D'ESPACES NATURELS DE, 17 889.84,17084580,DREAL
2104481424,Stratégie de conservation du patrimoine végétal menacée des Hauts-de-France (conception et déploiement),CENTRE REGIONAL DE PHYTOSOCIOLOGIE, 915 060.00,16466600,DREAL
2104481693,"Projet d'aménagement, de valorisation et de restauration des riches patrimoniales sur le site du Mont Mahury",CTU Guyane, 195 591.00,17644642,DREAL
2104482196,MISE EN PLACE DE DEUX NOUVELLES ZONES DE PREEMPTION AU TITRE DES ESPACES NATURELS SENSIBLES,DEP RHONE, 66 850.00,16977471,DREAL
2104482414,Projet d'observatoire des lacs volcaniques en lien avec les changements globaux,SM PARC DES VOLCANS SMPV, 158 078.65,18213457,DREAL
2104483092,Réserve Naturelle Nationale de Moëze-Oléron : Etude de programmation des travaux pour la réhabilitation d’un bâtiment pour le gestionnaire de la RNN de Moëze-Oléron,LIGUE FRANCAISE PROTECTION OISEAUX, 25 000.00,19229334,DREAL
2104483100,Etude préalable pour le classement en réserve(s) naturelle(s) d’un réseau de grottes à chauves-souris en Drôme et en Ardèche,LPO AUVERGNE RHONE-ALPES, 71 561.00,16382308,DREAL
2104485757,Démarche de « Zone de Quiétude Volontaire en faveur de la Faune Sauvage » du massif forestier de Champfromier-Chalam : maîtrise de la fréquentation touristique en faveur du Grand Tétras,GROUPE TETRAS JURA, 140 360.00,18121341,DREAL
2104486900,Programme de suivi et de protection de la Barge à queue noire : campagne 2024,LIGUE POUR LA PROTECTION DES, 25 871.72,16841956,DREAL
2104489346,"Réserve foncière agricole, nécessaire à la relocalisation et au maintien d’agriculteurs aux abords du site de la tourbière.",DEP MANCHE, ##########,17414791,DREAL
2104490175,Fonctionnement et développement de l'élevage des outardes canepetières de Zoodyssée dans le cadre de PNA -2024-2025-,DEP DEUX-SEVRES, 119 900.00,19369751,DREAL
2104490769,Travaux complémentaires dans le cadre de la création d’un sentier d’interprétation sur la Réserve Naturelle Nationale des Pâtis d’Oger et du Mesnil-sur-Oger,CONSERVATOIRE D ESPACES NATURELS DE, 57 955.25,18114432,DREAL
2104493205,Restauration écologique au niveau de deux radiers sur la commune de Bras-Panon,BRAS-PANON, 24 640.00,19347159,DREAL
2104493351,Plan Opérationnel de Régulation des Cochons Ensauvagés (PORCE),FEDERATION DEPART CHASSEURS REUNION, 153 964.07,19034775,DREAL
2104494366,"Mise en œuvre de l'action 4.1 du PNA Hamster commun "" Élever des animaux pour les renforcements selon un cahier des charges standardisé""",ECOLE NATIONALE VETERINAIRE DE, 8 000.00,16496710,DREAL
2104494481,Mise en œuvre du plan de gestion 2022 - 2031 de la réserve naturelle du Girard,ASSOC DOLE ENVIRONNEMENT, 209 523.00,18364772,DREAL
2104494482,RNN Sabot de Frotey - gestion des milieux ouverts herbacés,LPO BOURGOGNE-FRANCHE-COMTE, 54 736.00,18219230,DREAL
2104495519,Etude et actions de conservation sur les Minioptères de la Siagne,ASSO GROUPE CHIROPTERE DE PROVENCE, 59 079.00,12274708,DREAL
2104496668,Acquisition d'une parcelle boisée sur la commune de Brassy,CONSERVAT. SITES NATURELS, 34 479.00,19389824,DREAL
2104496669,Acquisition de pelouses calcicoles et parcelles forestières - Département 89,CONSERVAT. SITES NATURELS, 22 839.00,19418588,DREAL
2104496670,Acquisition de parcelles en secteurs de pelouses calcicoles et combes boisées - Départements 89 et 21,CONSERVAT. SITES NATURELS, 12 301.00,19423078,DREAL
2104497043,Réalisation d'une banque de pieds mères et d'une banque culturale de Saxifrage oeil-de-bouc pour réintroduction et renforcement de population,UNIVERSITE DE BESANCON, 19 841.00,17740508,DREAL
2104497755,Act4Pap II - Programme d’actions en faveur du Papangue,STE ETUDES ORNITHOLOGIQUES REUNION, 247 739.44,18954394,DREAL
2104499010,Aménagement d'un espace favorable à la biodiversité comme support pédagogique reproductible,ASS AMIS DU SITE NATUREL LAC DE, 44 776.00,19058722,DREAL
2104499214,Mise en oeuvre de la stratégie nationale pour les aires protégées : plans de gestion en vue d'une labellisation en zone de protection forte,CONSERVATOIRE D ESPACES NATURELS DE, 79 952.00,19200204,DREAL
2104499393,"Déclinaison régionale du Plan National d'Actions (DRPNA) en faveur des Chiroptères sur le territoire lorrain : actions 4.1, 4.3, 5.5 et 10.2",COM PERM ETUD PROTEC EAUX S SOL, 16 045.00,17253444,DREAL
2104501303,Prise en compte des chiroptères dans l'aménagement du territoire du nord de la Seine-et-Marne,ASS VALORISATION ESPACE NATUREGD, 157 543.00,17670180,DREAL
2104501304,Accompagnement à la mise en oeuvre de la Stratégie des Aires Protégées sur le tiers nord de la Seine-et-Marne,ASS VALORISATION ESPACE NATUREGD, 83 426.00,17674946,DREAL
2104502740,PROJET DE RESTAURATION ET DE VALORISATION DU PATRIMOINE NATUREL DE LA RESERVE NATURELLE NATIONALE DE LA COMBE LAVAUX - JEAN ROLAND,CC GEVREY CHAMBERTIN NUITS ST GEORG, 14 590.56,16990562,DREAL
2104502741,Rédaction de documents de gestion sur les sites protégés et gérés par le CEN Bourgogne,CONSERVAT. SITES NATURELS, 229 787.53,19193950,DREAL
2104506082,MISE EN ŒUVRE D’UNE STRATEGIE TERRITORIALE DE PROTECTION INTEGREE DES TROUPEAUX DANS LE LUBERON ORIENTAL,ASYMIX PARC NATUREL REGION DU LUBER, 71 680.00,12748512,DREAL
2104508322,Structuration de filières agricoles favorables au Grand Hamster d'Alsace et la biodiversité de la plaine,BIO EN GRAND EST, 40 200.00,15473188,DREAL
2104508633,Balisage des îlots en APPBm de la réserve Ornithologique de la Baie de Morlaix_ZPS baie de Morlaix FR 5310073,BRETAGNE VIVANTE SEPNB, 48 251.26,17699194,DREAL
2104508952,"Eradication du rat noir Rattus rattus, monitoring des impacts sur l’avifaune et identification des pestes végétales des Ilots Hajangoua","LES NATURALISTES, ENVIRONNEMENT ET", 107 302.00,12044465,DREAL
2104508953,"Lutte contre le Rat noir, Rattus rattus, sur 3 sites de reproduction du Crabier blanc, Ardeola idae",GROUPE D'ETU, 72 997.60,12276776,DREAL
2104508954,"Kaz'a Nyamba : projet ""scénographie"" et projet ""maitrise d'oeuvre""",OULANGA NA NYAMBA, 38 345.81,11682803,DREAL
2104510011,Pacte de sauvegarde des tortues marines,"LES NATURALISTES, ENVIRONNEMENT ET", 270 000.00,18510373,DREAL
2104510012,Pacte de sauvegarde des tortues marines,ASSOCIATION LE REGARD DU COEUR, 150 000.00,19512062,DREAL
2104511285,Pacte de sauvegarde des tortues marines,OULANGA NA NYAMBA, 270 000.00,19022613,DREAL
2104514638,Acquisitions Ivry la Bataille,CONSERVATOIRE D ESPACES NATURELS DE, 9 930.00,19026456,DREAL
2104516814,Programme d’animation foncière préalable à la création de nouvelles aires protégées et à la reconnaissance de zones de protection forte pour l’ex Champagne-Ardenne (2024-2025),CONSERVATOIRE D ESPACES NATURELS DE, 91 569.31,14680277,DREAL
2104516869,Etude du Marais de Germont-Buzancy,UNIVERSITE DE REIMS CHAMPAGNE-ARDEN, 47 000.00,17703793,DREAL
2104517309,#N/A,ASYMIX EPAGE HAUT DOUBS HAUTE LOUE, 28 400.00,16718191,DREAL
