numero_ej,nom_du_projet,nom_fournisseur,montant_engage,numero_ds,source
2104520295,Plan d’action pour une adaptation du projet de Réserve naturelle régionale de Guissény au changement climatique - Projet «&nbsp;Réserves naturelles et changement climatique en Bretagne&nbsp;»,GUISSENY, 5 072.00,18825321,DREAL
2104521049,Restauration Ecologique des Milieux Naturels (REMINAT) Phase 2,CTRE COOP INTERNAT RECHERCHE AGRO, 795 727.80,17458724,DREAL
2104521052,IDENTIFICATION ET CARACTERISATION DES PEUPLEMENTS FORESTIERS MATURES DANS LES GORGES DE LA RHUE ; SYNTHESE DES CONNAISSANCES NATURALISTES RELATIVES A LA BIODIVESRITE FORESTIERE DES TOURBIERES,CONSERVATOIRE BOTANIQUE ASYMIX, 42 741.81,13560899,DREAL
2104521290,Acquisition d'une parcelle sur la commune de Guillerval (91),CONSERVATOIRE, 8 384.50,19205700,DREAL
2104523828,SOS chauves-souris et protection des sites,LIGUE POUR LA PROTECTION DES, 2 737.00,16898612,DREAL
2104526928,Projet de classement en réserve naturelle régionale du site des landes de la Poterie (22),VIVARMOR NATURE, 8 565.00,18307915,DREAL
2104527036,"Plan d'action pour une adaptation de la Réserve Naturelle Nationale François Le Bail au changement climatique - Projet ""Réserves Naturelles et changement climatique en Bretagne""",BRETAGNE VIVANTE SEPNB, 7 204.00,18972821,DREAL
2104527645,Suivi VisUel de différents Ecosystèmes de la Réserve Nationale Marine de la Réunion (VUE),GIP RESERVE NATIONALE, 147 183.90,12887847,DREAL
2104529191,Plan d’action pour une adaptation du site des dunes et paluds bigoudènes au changement climatique dans le cadre de son classement en RNR et de l’élaboration de son plan de gestion - Projet « Réserves naturelles et changement climatique en Bretagne »,CC DU PAYS BIGOUDEN SUD, 4 933.70,18603541,DREAL
2104529990,Animation de la stratégie de création de sites naturels de protection forte sur le territoire du Parc naturel régional du Gâtinais français. Déclinaison de la SNAP 2030.,ASYMIX AMEN-GESTION PARC REGIONAL G, 124 800.00,18897145,DREAL
2104529991,Accompagnement à la mise en œuvre de la Stratégie Nationale Aires Protégées (SNAP) sur le territoire du Parc naturel régional du Vexin français,SYNDM AMENAGT GEST PARC NAT REG VE, 144 000.00,18547749,DREAL
2104529992,"Animation, concertation et ingénierie pour la mise en oeuvre du Plan d'actions pour les aires protégées d'Île-de-France sur le territoire du PNR de la Haute Vallée de Chevreuse",SM REAL GEST PARC CHEVREUSE, 156 000.00,18961778,DREAL
2104530519,Protéger la plaine des Hurtières,CONSERVATOIRE D'ESPACES NATURELS DE, 221 750.00,17493290,DREAL
2104530957,Préservation et renforcements des populations de plantes messicoles en Auvergne-Rhône-Alpes,CONS BOT ALPIN GAP CHARANCE, 56 196.00,18046927,DREAL
2104530958,"Mise en oeuvre du plan de gestion des RNR ""Grotte des Sadoux"" &amp; ""Réseau de grottes à chauves-souris en Drôme et en Ardèche""",LPO AUVERGNE RHONE-ALPES, 20 710.20,16773176,DREAL
2104534611,Extension de la réserve Naturelle Nationale de Saint Nicolas des Glenan - partie terrestre,BRETAGNE VIVANTE SEPNB, 47 442.00,17931223,DREAL
2104539218,Plan National d’Action en faveur du Râle des genêts 2025-2026,LIGUE PROTECTION OISEAUX ILLE, 77 900.00,18057704,DREAL
2104539249,"Plan d'action pour une adaptation de la RNN de la baie de Saint-Brieuc au changement climatique - projet ""réserves naturelles et changement climatique en Bretagne""",VIVARMOR NATURE, 26 597.00,18544142,DREAL
2104539814,Chemin des Quartzites à Sierck-les-Bains (57),CONSERVATOIRE D ESPACES NATURELS, 115 755.52,14992821,DREAL
2104539829,Ingénierie nécessaire préalable à la protection d'espaces naturels et à la lutte contre les espèces exotiques envahissantes dans le cadre du projet Grands Lacs,CONSERVATOIRE D ESPACES NATURELS, 13 476.00,17823657,DREAL
2104539829,Ingénierie nécessaire préalable à la protection d'espaces naturels et à la lutte contre les espèces exotiques envahissantes dans le cadre du projet Grands Lacs,CONSERVATOIRE D ESPACES NATURELS, 116 501.44,17823657,DREAL
2104539924,"Actions concrètes menées dans le cadre du PRA messicoles département 54 : Expérimentation parcelles conservatoires, sensibilisation, animation, coordination, formation",CHAMBRE AGRICULTURE MEURTHE ET, 14 851.00,18630724,DREAL
2104540608,Elévage de hamsters communs (cricetus cricetus) pour le renforcement des populations sauvages,CENTRE NATIONAL DE LA RECHERCHE, 47 044.00,16442453,DREAL
2104541728,Plan de Conservation et d’Action pour l’amélioration des fonctionnalités écologiques des cours d’eau à Mulette perlière du bassin de la Vologne (Vosges) : Action A.1.4 Expérimenter l’implantation de Mulettes perlières issues d’élevage sur les sites favorables (rivière Barba),SOC HISTOIRE NATUREL ETHNOGRAPHIE, 91 700.00,19373063,DREAL
2104541843,Acquisition d'un véhicule pour la surveillance des Réserves Naturelles Régionales,CONSERVATOIRE DES SITES ALSACIENS, 35 000.00,15461679,DREAL
2104541958,AVIS DE RECHERCHE – ATRINA FRAGILIS (Nacre atlantique),BRETAGNE VIVANTE SEPNB, 216 615.08,14949330,DREAL
2104544039,"Renouvellement de classement, du plan de gestion et plan d’action pour une adaptation de la RNR Landes et marais de Glomel au changement climatique - Projet «&nbsp;Réserves naturelles et changement climatique en Bretagne&nbsp;»",ASSOCIATION DE MISE EN VALEUR DES, 46 871.68,18768319,DREAL
2104545945,Suivre les effets des programmes de restauration du Rhône sur les forêts (PNA Forêts alluviales du Rhône et Epipactis du Castor),CONSERVATOIRE BOTANIQUE ASYMIX, 95 160.00,11829262,DREAL
2104545979,Améliorer les connaissances sur les chauves-souris sur le site Natura 2000 et ENS,SYNDMC GESTION DES GORGES DE L'ARDE, 1 447.00,18135590,DREAL
2104546724,Déploiement d'opérations 2025 inscrites dans les plans de gestion des Réserves naturelles gérées par le CEN Bourgogne,CONSERVAT. SITES NATURELS, 97 916.57,19353236,DREAL
2104546724,Déploiement d'opérations 2025 inscrites dans les plans de gestion des Réserves naturelles gérées par le CEN Bourgogne,CONSERVAT. SITES NATURELS, 89 500.22,19353236,DREAL
2104547472,"Préservation de la ""Trame vieux bois"" par la maîtrise foncière",CONSERVATOIRE D'ESPACES NATURELS DE, 162 036.00,17350708,DREAL
2104548376,#N/A,LPO BOURGOGNE-FRANCHE-COMTE, 190 505.00,19404528,DREAL
2104549695,Préservation des forêts anciennes à forte valeur écologique de la Montagne d’Ardèche : Acquisition de parcelles,CONSERVATOIRE RH ALP ESPACES, 110 000.00,19709800,DREAL
2104551028,Préfiguration d'une Réserve Naturelle Nationale pour la préservation des tourbières de Mées (2025),CONSERVATOIRE D'ESPACES NATURELS DE, 55 554.63,19725666,DREAL
2104551829,"Mise en oeuvre de la stratégie nationale pour les aires protégées : RNN, RNR et APPB",CONSERVATOIRE D ESPACES NATURELS DE, 133 345.00,19209190,DREAL
2104551842,Création d'outils pédagogiques dans le cadre du PNA mouflon de Corse,PARC NATUREL REGIONAL CORSE, 72 013.03,18655555,DREAL
2104551847,Montage d'un projet LIFE en faveur du Minioptère de Schreibers,SOC FRANC ETUDE PROTECTION, 62 000.00,19171786,DREAL
2104552481,"Acquisition de dispositifs automatisés de recueil de données physico-chimiques et météorologiques sur les réserves naturelles nationales d’Arjuzanx, de l’Etang noir et du Marais d’Orx",SM GESTION MILIEUX NATURELS, 70 800.00,19249826,DREAL
2104552677,Agir pour la préservation et la valorisation des papillons de jour et des zygènes du Var,LIGUE PROTECTION DES OISEAUX PACA, 65 622.00,18090059,DREAL
2104555657,Etude des connectivités hydrauliques des pistes forestières,OFFICE NATIONAL DES FORETS, 25 000.00,18168438,DREAL
2104557402,Amélioration du réseau des aires de protection forte en Bretagne - Déploiement de Diagnostics d'Ancrage Territorial dans les Réserves Naturelles de Betagne,RESERVES NATURELLES DE FRANCE, 80 720.00,18252669,DREAL
2104560809,Acquisition d'un réservoir de biodiversité boisé d'intérêt communautaire.,CU LE HAVRE SEINE METROPOLE, 527 000.00,14940475,DREAL
2104563929,Acquisition de la forêt de Tardonne (Cher),CONSERVATOIRE D ESPA, ##########,20401017,DREAL
2104563954,Renforcement de la protection et de la gestion des sites gérés par Conservatoire d’espaces naturels des Pays de la Loire en vue de solliciter la reconnaissance en zones de protection forte,CONSERVATOIRE D'ESPACES NATURELS, 329 262.50,18602091,DREAL
2104564727,Projet d'agroforesterie régénérative dans la forêt pédagogique de la vallée de Mo'aroa (PAR),SAS AOA, 552 555.80,17184941,DREAL
2104565321,"Amélioration des habitats du Grand Tétras, réduction de la mortalité et mise en place d'un suivi génétique sur le massif du Madres",FEDERATION DEPARTEMENTAL CHASSEURS, 130 021.20,19097726,DREAL
2104566932,"Acquisition de la ferme de Virac (Tarn), 18 hectares",FONDA NAT PROTEC HABITAT FR FAUNE, 102 912.00,19183796,DREAL
2104571599,Acquisition de deux parcelles sur la commune de Follainville-Dennemont en vue de préserver la cavité souterraine sous jacente,CONSERVATOIRE D'ESPACES NATURELS, 32 328.00,20606868,DREAL
2104571692,"Projet d’acquisition de 10,65ha de coteaux et monts sur la commune de la Grande Paroisse",CONSERVATOIRE D'ESPACES NATURELS, 55 402.00,20607230,DREAL
2104572737,Hiérarchisation des enjeux bryologiques et lichénologiques au sein de la stratégie des aires protégées en Île-de-France,MUSEUM NATIONAL D HISTOIRE, 248 211.00,19297951,DREAL
2104572876,Acquisition de l'île Bruneau - Vallée de la Loire,CONSERVATOIRE D'ESPACES NATURELS, 380 000.00,21022561,DREAL
2104572928,"Etude Hydrau-environnementale préfiguratrice à la renaturation du Ruisseau de Camiers en Réserve naturelle nationale de la Baie de Canche (Etaples, Camiers)",SYNDICAT MIXTE ESPACES, 19 960.00,16966952,DREAL
2104575199,Contribution à la déclinaison du Plan National en faveur des insectes pollinisateurs en Hauts de France,CHAMBRE D'AGRICULTURE DU NORD PAS D, 5 496.00,18957689,DREAL
2104575210,"Programme de maintien, développement et valorisation des prairies pour l’année 2025",CENTRE REGIONAL DE PHYTOSOCIOLOGIE, 19 615.00,20108542,DREAL
2104575220,Ccontribution de la Surveillance des habitats dunaires littoraux et continentaux au réseau d'aires protégées dans les Hauts-de-France.,CENTRE REGIONAL DE PHYTOSOCIOLOGIE, 75 000.00,20231207,DREAL
2104575403,Evaluer l'effet des mésures agro-environnementales et climatiques sur la biodiversité,FEDERATION DES RESERVES NATURELLES, 75 924.04,19402423,DREAL
2104577032,Suivi naturaliste des odonates sur le territoire d'actions,CENTRE INITIATION ENVIRONNEMENT URB, 48 750.00,17416147,DREAL
2104578236,Réduire les pressions sur la biodiversité du territoire 2025 &amp; 2026 Prac 2.0,PICARDIE NATURE, 350 000.00,18585453,DREAL
2104578372,"DEPLOIEMENT DES PNA, LUTTE CONTRE LES EEE ET PRAIRIES TOURBEUSES DU ZUIDBROUCK",ASYMIX PARC NATUREL REGIONAL, 5 450.00,20039344,DREAL
2104578372,"DEPLOIEMENT DES PNA, LUTTE CONTRE LES EEE ET PRAIRIES TOURBEUSES DU ZUIDBROUCK",ASYMIX PARC NATUREL REGIONAL, 277 600.00,20039344,DREAL
2104578372,"DEPLOIEMENT DES PNA, LUTTE CONTRE LES EEE ET PRAIRIES TOURBEUSES DU ZUIDBROUCK",ASYMIX PARC NATUREL REGIONAL, 31 750.00,20039344,DREAL
2104578372,"DEPLOIEMENT DES PNA, LUTTE CONTRE LES EEE ET PRAIRIES TOURBEUSES DU ZUIDBROUCK",ASYMIX PARC NATUREL REGIONAL, 35 200.00,20039344,DREAL
2104582239,Aménagement concerté des forêts du Nord,DEP MAYOTTE, 49 324.00,17295199,DREAL
2104582834,Extension de l'APPB du plateau des Vaugondières et du Puy d'Anzelle (Inventaires complémentaires),COURNON D AUVERGNE, 11 908.00,16759298,DREAL
2104583458,Programme francilien en faveur des insectes pollinisateurs sauvages 2025-2026 : accompagnement des acteurs pour une meilleure prise en compte,OFFICE POUR LES INSECTES ET LEUR, 200 130.00,19257052,DREAL
2104584386,RATEX,STE ETUDES ORNITHOLOGIQUES REUNION, 160 521.00,12600135,DREAL
2104584825,Améliorer l'état des populations d'espèces végétales et des habitats de pelouses sableuses,CONS BOT ALPIN GAP CHARANCE, 136 092.00,17603871,DREAL
2104585660,Renforcement et préservation de populations de sonneurs à ventre jaune en Isère : 2024-2027,LPO AUVERGNE RHONE-ALPES, 192 307.00,17054947,DREAL
2104586073,"PROGRAMME D’ACTIONS EN FAVEUR DE L’AMÉLIORATION D’HABITATS DU GRAND-TETRAS EN HAUTE-GARONNE, ARIÈGE ET HAUTES-PYRÉNÉES",NATURE MIDI PYRENEES, 25 559.11,18455180,DREAL
2104586176,Acquisition et aménagement de 2 parcelles pour la création d'une aire de stationnement,ASYMIX PARC NATUREL REGIONAL DES MA, 30 000.00,20657207,DREAL
2104586316,Aménagements pour l'accueil et les soins des espèces menacées,LA BELETTE, 6 500.00,15480798,DREAL
2104586389,Préservation et gestion d’un ensemble de cavités sensibles de la vallée de l'Argent-Double,COMITE DEPARTEMENTAL DE, 61 340.00,17872568,DREAL
2104587336,« Cherchez les yeux dans la nuit » - Escape Game,UNION REGIONALE DES CENTRES, 47 633.28,21038641,DREAL
2104587693,"Consolider la maîtrise foncière des milieux prioritaires de Haute-Savoie et garantir leur bon état écologique, pour contribuer aux 10% de Zones de Protection Forte visés par la SNAP 2030.",ASTERS CONSERVATOIRE D'ESPACES, 175 809.00,17409933,DREAL
2104587713,Suivi hydrologique du Grand Bagnas dans le cadre de la mise en œuvre d’un nouveau scénario de gestion hydraulique,ASS DEFENSE ENVIRONN NATURE PAYS, 29 000.00,19297639,DREAL
2104587969,Travaux de mise en défens de la Hêtraie de la forêt de la Massane,FEDERATION DES RESERVES NATURELLES, 126 384.00,19150090,DREAL
2104587979,Création d'une scénographie et muséographie pour la salle d'exposition de la RNN Nohèdes,FEDERATION DES RESERVES NATURELLES, 110 000.00,19955815,DREAL
2104587982,Appui aux actions concrètes du PNA Râle des genêts,LIGUE PROTECTION DES OISEAUX PACA, 128 341.00,18255889,DREAL
2104587983,Accueil &amp; sensibilisation du public dans de la réserve naturelle nationale de Py.,FEDERATION DES RESERVES NATURELLES, 79 046.60,19149815,DREAL
2104588001,Gestion de la diversité génétique des populations sauvages et captives d'Outarde canepetière (GenOut),SYND SELECTION AVICOLES AQUACOL, 125 700.82,16808644,DREAL
2104590901,Développement des sites d'accueil et des missions de sensibilisation de la SNPN Réserve naturelle nationale de Camargue,SOC NATIONALE PROTECTION DE LA, 630 139.00,17974877,DREAL
2104590903,Amélioration de la connaissance en vue de la mise en protection de gîtes à chiroptères - Montagne des Ubacs,CONSERVATOIRE D ESPACES NATURELS, 71 240.00,13516217,DREAL
2104593676,Accompagner la prise en compte de la faune du bâti dans les projets de rénovation écologique des bâtiments du territoire,POUR LE DEVELOPPEMENT ET LA PROMOTI, 58 208.72,21079339,DREAL
2104594172,Acquisition de site à Saint-Ouen-de-Mimbré et lancement d’une démarche en vue de préserver la biodiversité remarquable,DEP SARTHE, 304 000.00,13631361,DREAL
2104595082,Projet Natur'Adapt sur la RNN de l'île du Grand-Connétable,GROUPE ETUDE PROTECTION OISEAUX, 16 115.00,18230398,DREAL
2104598244,Mise en œuvre du Plan national d’action en faveur du Panicaut vivipare (Eryngium viviparum) : Réalisation d’un inventaire et d’une cartographie des zones humides oligotrophes et consolidation du réseau de sites refuge préalable à la création d’une réserve naturelle,ASYMIX CONSERVATOIRE BOTANIQUE, 90 000.00,21374641,DREAL
2104598712,Préfiguration d'un plan de conservation de l'oedicnème criard dans l'Ain,LPO AUVERGNE RHONE-ALPES, 11 700.99,18137690,DREAL
2104599296,"Biodiversité et Agriculture : Le Choucas des tours, trouver des solutions pérennes",CHAMBRE D'AGRICULTURE DE REGION BRE, 35 511.00,21325711,DREAL
2104599298,Biodiversité et Agriculture : Trouver des solutions pour limiter les dégâts occasionnés par le Choucas des tours,UNIVERSITE DE RENNES, 120 458.47,19981181,DREAL
2104599538,Travaux de déséquipement de 23 voies d’escalade dans le vallon de Rimouren pour la mise en quiétude d'un site en faveur de l'Aigle de Bonelli,SYNDMC GESTION DES GORGES DE L'ARDE, 10 000.00,19131382,DREAL
2104599800,Etude préalable à la création de nouvelles aires protégées en Corse – Bilan et perspectives,OFFICE DE L'ENVIRONNEMENT DE CORSE, 30 000.00,21290619,DREAL
2104599847,"Acquisition et études écologiques, topographiques, pédo agronomiques et paysagères préalables à l’aménagement de l’espace régional de la boucle des mammouths",EPA AEV ILE DE FRANCE NATURE, 250 000.00,18346133,DREAL
2104599911,"« Biodiversité et agriculture : Le Choucas des Tours, trouver des solutions pérennes en Bretagne»",LIGUE PROTECTION OISEAUX ILLE, 229 600.00,14851722,DREAL
2104600616,Mise en oeuvre des actions de conservation du PNA en faveur du Gypaète barbu en Auvergne Rhône-Alpes,ASTERS CONSERVATOIRE D'ESPACES, 15 146.00,17488605,DREAL
2104601171,Appui aux acteurs régionaux : « Connaitre et prendre en compte les chauves-souris »,ASSO GROUPE CHIROPTERE DE PROVENCE, 120 443.00,13808312,DREAL
2104540432,Le rôle du CSFL dans les Plans Nationaux d’Actions,CTRE SAUVEGARDE FAUNE EN LORRAINE, 30 000.00,17165912,DREAL
2104453763,CORACINES la suite,OFFICE NATIONAL DES FORETS, 181 650.00,12090828,DREAL
2104585472,RATEX,UNIVERSITE DE LA REUNION, 170 560.00,12600135,DREAL
2104585473,RATEX,INST ENS SUP RECHERCHE ALIM, 130 837.00,12600135,DREAL
2104474948,Mise en œuvre de la SAP pour la PROTECTION DES GEOTOPES PRIORITAIRES DE L’ALLIER,CONSERVATOIRE D ESPACES NATURELS DE, 23 044.50,18319240,DREAL
2104474922,OPERATION DE LUTTE CONTRE LA POPULATION D’ECREVISSES EXOTIQUES ET DE PROTECTION DE LA POPULATION D’ECREVISSE AUTOCHTONE PRESENTES SUR LE RUISSEAU DU VAREILLE A FERRIERES-SUR-SICHON,FEDER ALLIER PECHE PROTECTION, 2 560.00,17477718,DREAL
2104393925,Acquisition de 18 ha 39 a 15 ca de forêts alluviales sur la commune du Veurdre (03).,CONSERVATOIRE D ESPACES NATURELS DE, 10 730.00,16691064,DREAL
2104393887,"APPB ""oiseaux nichant au sol"" - Moulins (03) _ suivi des colonies et actions de préservation des habitats",LPO AUVERGNE RHONE-ALPES, 7 956.70,14830578,DREAL
2104367632,Etude préalable à la création d'un arrêté de protection de biotope sur le Saint-Pancrace et les falaises du Savel,SM-PNR-VERCORS, 7 000.00,16341916,DREAL
2104429049,Etude d’opportunité pour la réintroduction de la Cistude d’Europe en Drôme-Ardèche,LPO AUVERGNE RHONE-ALPES, 5 550.00,17290773,DREAL
2104447906,Restauration de l’étang du Petit Coquet – joyau du patrimoine naturel de la région AuRA : 2024-2026,LPO AUVERGNE RHONE-ALPES, 89 818.00,17449001,DREAL
2104448416,Rénovation d’un pilier de barrière à l’entrée de l’APPB de la Dent de Rez dans le secteur du col de l’Eyrole,SYNDMC GESTION DES GORGES DE L'ARDE, 1 008.00,18016949,DREAL
2104481228,Projets de réintroduction du Fadet des laîches et du Damier de la Succise en Savoie,CONSERVATOIRE D'ESPACES NATURELS DE, 61 634.00,17348419,DREAL
2104448398,Conception de panneaux d’informations pour la grotte du Dérocs et la grotte du Louoï,SYNDMC GESTION DES GORGES DE L'ARDE, 4 270.36,18134128,DREAL
2104482433,Chauves-souris : conserver les populations et améliorer les connaissances en incluant et en accompagnant les citoyens,CHAUVE SOURIS AUVERGNE, 17 584.00,17455462,DREAL
2104599536,"Achat d'un véhicule équipé pour l'équarrissage ""Vautours"" dans les Baronnies",ASS VAUTOURS EN BARONNIES, 56 124.00,18196638,DREAL
2104318523,Elever des hamsters communs pour les renforcements des populations sauvages,SAUVEGARDE DE LA FAUNE SAUVAGE, 150 858.00,11456437,DREAL
1512731500,Restauration d'écosystèmes dans la RNN du Banc d'Arguin,MONSIEUR MIGUEL GUIMBERTEAU, 9 240.00,19594450,DREAL
2104453217,Mise en œuvre de la Stratégie des Aires Protégées dans le département de la Loire,FRANCE NATURE ENVIRONNEMENT LOIRE, 8 505.00,17963243,DREAL
2104454581,Mise en œuvre de la Stratégie des Aires Protégées dans le département de la Loire,FRANCE NATURE ENVIRONNEMENT LOIRE, 18 270.00,17963243,DREAL
2104455034,Mise en œuvre de la Stratégie des Aires Protégées dans le département de la Loire,ASYMIX PARC REGIONAL DU PILAT, 12 259.20,17963243,DREAL
2104455038,Mise en œuvre de la Stratégie des Aires Protégées dans le département de la Loire,SYNDICAT MIXTE DES MONTS DE LA MADE, 63 180.00,17963243,DREAL
2104510010,"Kaz'a Nyamba : projet ""scénographie"" et projet ""maitrise d'oeuvre""",OULANGA NA NYAMBA, 178 560.05,11682803,DREAL
2104477055,Sensibilisation et protection des populations de Lézard ocellé présent dans les domaines viticoles de Drôme-Ardèche,LPO AUVERGNE RHONE-ALPES, 7 200.00,17223550,DREAL
2104478828,Révision du plan de gestion de l'ENS de la vallée en Barret,CC VALLEE DU GARON - CCVG, 36 630.00,16549712,DREAL
2104477057,Action Azuré de la sanguisorbe en Drôme-Ardèche,LPO AUVERGNE RHONE-ALPES, 15 000.00,17300044,DREAL
2104481458,Des Pies-grièches dans nos campagnes 2024,LPO AUVERGNE RHONE-ALPES, 20 000.00,17435443,DREAL
2104479457,Contribution à la préservation d’une trame de vieux bois l’acquisition de parcelles boisées,CONSERVATOIRE D ESPACES NATURELS D, 80 108.00,18121056,DREAL
2104479456,Vers la protection du foncier et de la biodiversité agricole grâce aux Obligations Réelles Environnementales,CONSERVATOIRE D ESPACES NATURELS D, 72 000.00,17962039,DREAL
2104482425,Identification et expertise des ouvrages artificiels faisant obstacle aux déplacements de la Loutre d’Europe en Auvergne-Rhône-Alpes 2024-2026,LPO AUVERGNE RHONE-ALPES, 75 502.00,18196602,DREAL
2104477063,"Dotation 2024 DDT01 - Partie ""Radio-tracking Rhinolophe Euryale Grotte de Courtouphle - 2024""",LPO AUVERGNE RHONE-ALPES, 3 000.00,18296298,DREAL
2104278370,Élaboration du guide de gestion des espèces du PNA Papillons de jour &amp; du fascicule de l’état de leur population,OFFICE POUR LES INSECTES ET LEUR, 53 184.00,11433951,DREAL
2104483103,Réalisation de cartes régionales de sensibilité de la Cistude d'Europe (Emys orbicularis),SOCIETE HERPETOLOGIQUE FRANCE, 58 512.00,17284307,DREAL
,Préservation du récif d'Hermelles de Sainte-Anne en Baie du Mont-Saint-Michel,,46340,17467750,DREAL
2104601125,Rôle de la Réserve naturelle nationale des marais de Séné dans le fonctionnement du Golfe du Morbihan pour l’avifaune migratrice et hivernante,BRETAGNE VIVANTE SEPNB,84751,19209062,DREAL
2104377741,Acquisition de matériel pour la gestion de la réserve naturelle du Monte Ritondu,OFFICE DE L'ENVIRONNEMENT DE CORSE,70250,17973645,DREAL
2104424380,Rénovation et réhabilitation des sentiers littoraux et des aires de stationnement en espace naturel sensible – sites du lido de la Marana,COLLECTIVITE DE CORSE,18000,17489895,DREAL
2104424394,Caractérisation de la niche écologique de Centranthus trinervis,OFFICE DE L'ENVIRONNEMENT DE CORSE,11736.2,18780676,DREAL
,TRAVAUX DE RENATURATION DE L'ETANG DE LA MINE A BOURGENAY,,44415.78,18634100,Agence
,"Gestion de l’écureuil de Pallas, Callosciurus erythraeus, Introduit en France",,319314,14189271,Agence
,Aménager et gérer les espaces verts urbains pour les pollinisateurs sauvages et créer une dynamique locale en faveur de la gestion différenciée,,53213.07,16739286,Agence
,ENTRETIEN PAR ARRACHAGE DES REPOUSSES DE RENOUEE DU JAPON A LA CONFLUENCE DURANCE LUYE,,7500,13646994,Agence
,Sauvegarde de la sterne pierregarin sur le bassin versant de la Saône en Bourgogne-Franche-Comté (STERN'EAU),,280099,17588943,Agence
,Restauration écologique et mise en valeur du terrain fédéral de Caussanels bordant la rivière Agout (Tarn),,19304.7,14973931,Agence
,Restauration hydraulique et physique du marais des Planches,,1411517,19339218,Agence
,Expérimentation d'un pastoralisme gardienné sur la propriété de Monplaisir,,39524.06,16413247,Agence
,Opération de gestion de population d’espèces exotiques envahissantes sur le bassin versant du Loir en Eure et Loir,,12118.11,17042641,Agence
,Programme de restauration des mares sur le bassin du Sornin - partie Loire,,28000,18970206,Agence
,Travaux de restauration de zones humides sur le bassin du Lot médian 2024/2026 - département de l'Aveyron,,62259,17246787,Agence
,Eclairage Public et chiroptères,,8000,16780082,Agence
,DIAGNOSTIC ET ETUDE DE RETABLISSEMENT DE LA CONTINUITE ECOLOGIQUE SUR LA MASSE D’EAU DE PENALEN A FOUESNANT (29),,17925,18653947,Agence
,Lutte contre les frelons asiatiques (2024),,3000,15402706,Agence
,Étude de la fonctionnalité écologique sur le secteur Hytech Vallée,,96000,16756821,Agence
,Poursuite d'un chantier d'éradication de la Crassule de Helms sur le Marais Vernier,,89774,16994489,Agence
,Restauration d'une pelouse sèche et de terres agricoles en prairies naturelles à haut potentiel écologique,,57096,18156172,Agence
,Ingénierie territorial pour la programmation décennale des actions de restauration sur 2 aires protégées,,30446.99,18292758,Agence
,Réhabilitation des faïsses (terrasses) de Verrières - Restauration des continuités écologiques des milieux ouverts calcicoles,,66629,17915050,Agence
,Renaturation du ruisseau de Sant Jean,,40632,18632204,Agence
,Haie'risson,,95000,17218361,Agence
,Acquisition foncière de 9 hectares de zones humides à La Combe (commune de Châteauponsac),,8875.15,19605274,Agence
,Passe à poissons pour la barrage de Moricq,,1065463.35,18695853,Agence
,Projet de diversification écologique d'une parcelle en bord de Rhône,,42447,17972338,Agence
,DEPLOIEMENT D’UN PLAN DE LUTTE REGIONAL CONTRE LE FRELON ASIATIQUE A PATTES JAUNES EN REGION BFC,,112000,17212342,Agence
,Etude préalable à la renaturation de la zone humide de Ty Anquer,,57187.2,18643438,Agence
,Création d'un exclos de végétation,,13721.92,18042452,Agence
,GESTION DE POPULATIONS D’ESPECES EXOTIQUES ENVAHISSANTES DANS LES COURS D’EAU ET MILIEUX ASSOCIES DU BASSIN D’ARCACHON,,17644,17880211,Agence
,Lutte contre les espèces exotiques envahissantes,,49350,17019399,Agence
,Restauration et protection des pelouses des Grandes Plantes et de la Cochotte situées en Natura 2000,,6787.2,17348235,Agence
,"Préservation de vieilles forêts, d’une tourbière et d’un marais salé via l’acquisition foncière",,231023,16691609,Agence
,Mise en oeuvre du projet d'amélioration de la biodiversité sur 4 sites du service des eaux de la Communauté de Communes,,18938,13921645,Agence
,Arrachage de la jussie au sein des bassins hydrauliques de l'Ecopôle de Sénart,,19584,16559909,Agence
,Restauration de capacités d'accueil pour le Phragmite aquatique en halte migratoire,,87624,16967041,Agence
,Restauration de la continuité écologique d’un réseau de mares et de lavognes sur le Larzac aveyronnais,,169443,17055540,Agence
,Élaboration et mise en oeuvre de la stratégie foncière du Conservatoire d'espaces naturels de Normandie (CEN Normandie),,37837,18507735,Agence
,Mise en oeuvre du schéma départemental des Espaces Naturels Sensibles,,171000,12953511,Agence
,Régulation des populations de crabes bleus de l'étang de Berre,,33286,15231598,Agence
,Action de lutte contre un foyer de myriophylle du Brésil dans une annexe hydraulique du Lot,,19500,18582744,Agence
,Aménagement d'une zone humide et création d'un observatoire de la biodiversité au Bois Bonnin,,21670,18657361,Agence
,Restauration écologique de plans d'eau (exutoire Lac d'Arboréaz),,146493,17042663,Agence
,Favoriser les insectes pollinisateur de la zone d'activité de Bezons à Villemoustaussou,,9880,19788387,Agence
,Lido de l'Or et Etang de l’Or : travaux d'aménagement pour restaurer le milieu naturel par la mise en défens des sites sensibles,,157000,16562323,Agence
,Projet d’étude et de conservation du Cuivré de la Bistorte sur les Monts de Madeleine et l es Bois Noirs 2025-2027,,45487.75,19240636,Agence
,Plantons pour les pollinisateurs,,50490,18160008,Agence
,"Restauration d'une annexe hydraulique du Lot ""bras de l'Archipel"" sur la commune de Cahors (46 Lot).",,20096,17490578,Agence
,Bacs de Loire & formation - Habitats-Espèces-Dynamique fluviale,,245280.24,18854121,Agence
